 交易日,自然日期,发生时间,最新价,开盘价,最高价,最低价,昨收价,总成交量,成交量,总成交额,成交额,总持,增仓,买一价,买一量,卖一价,卖一量
20100416,20100416,142922000,3875000,3861000,3880000,3858000,3870000,400,6,154641,2325,24932,-6,3871000,5,3875000,10,
20100416,20100416,143027000,3875000,3861000,3880000,3858000,3870000,404,4,156191,1550,24928,-4,3871000,5,3875000,8,
20100416,20100416,143116000,3875000,3861000,3880000,3858000,3870000,404,0,156191,0,24928,0,3872000,5,3875000,8,
20100416,20100416,143151000,3875000,3861000,3880000,3858000,3870000,408,4,157741,1550,24924,-4,3872000,5,3875000,6,
20100416,20100416,143200000,3875000,3861000,3880000,3858000,3870000,410,2,158516,775,24922,-2,3872000,5,3875000,5,
20100416,20100416,143350000,3875000,3861000,3880000,3858000,3870000,410,0,158516,0,24922,0,3872000,5,3875000,7,
20100416,20100416,143417000,3875000,3861000,3880000,3858000,3870000,414,4,160066,1550,24918,-4,3872000,5,3875000,5,
20100416,20100416,143426000,3875000,3861000,3880000,3858000,3870000,418,4,161616,1550,24914,-4,3872000,5,3875000,3,
20100416,20100416,143521000,3875000,3861000,3880000,3858000,3870000,422,4,163166,1550,24912,-2,3872000,5,3875000,1,
20100416,20100416,143537000,3875000,3861000,3880000,3858000,3870000,424,2,163941,775,24912,0,3872000,5,3877000,51,
20100416,20100416,143607000,3875000,3861000,3880000,3858000,3870000,424,0,163941,0,24912,0,3872000,5,3876000,1,
20100416,20100416,143813000,3872000,3861000,3880000,3858000,3870000,428,4,165490,1549,24912,0,3872000,3,3876000,1,
20100416,20100416,143825000,3872000,3861000,3880000,3858000,3870000,428,0,165490,0,24912,0,3873000,5,3876000,1,
20100416,20100416,144100000,3876000,3861000,3880000,3858000,3870000,430,2,166265,775,24912,0,3873000,5,3877000,51,
20100416,20100416,144144000,3877000,3861000,3880000,3858000,3870000,440,10,170142,3877,24902,-10,3873000,5,3877000,46,
20100416,20100416,144237000,3877000,3861000,3880000,3858000,3870000,440,0,170142,0,24902,0,3873000,5,3876000,6,
20100416,20100416,144254000,3877000,3861000,3880000,3858000,3870000,440,0,170142,0,24902,0,3873000,5,3877000,46,
20100416,20100416,144258000,3877000,3861000,3880000,3858000,3870000,440,0,170142,0,24902,0,3876000,5,3877000,46,
20100416,20100416,144455000,3876000,3861000,3880000,3858000,3870000,450,10,174018,3876,24902,0,3873000,5,3877000,46,
20100416,20100416,144457000,3877000,3861000,3880000,3858000,3870000,464,14,179446,5428,24888,-14,3873000,5,3877000,39,
20100416,20100416,144554000,3877000,3861000,3880000,3858000,3870000,464,0,179446,0,24888,0,3873000,5,3877000,45,
20100416,20100416,144558000,3877000,3861000,3880000,3858000,3870000,464,0,179446,0,24888,0,3873000,5,3877000,39,
20100416,20100416,144622000,3877000,3861000,3880000,3858000,3870000,464,0,179446,0,24888,0,3874000,1,3877000,39,
20100416,20100416,144636000,3877000,3861000,3880000,3858000,3870000,466,2,180221,775,24886,-2,3874000,1,3877000,38,
20100416,20100416,144715000,3877000,3861000,3880000,3858000,3870000,492,26,190302,10081,24860,-26,3874000,1,3877000,25,
20100416,20100416,144821000,3877000,3861000,3880000,3858000,3870000,492,0,190302,0,24860,0,3874000,1,3877000,27,
20100416,20100416,144917000,3877000,3861000,3880000,3858000,3870000,492,0,190302,0,24860,0,3874000,1,3876000,3,
20100416,20100416,145004000,3877000,3861000,3880000,3858000,3870000,492,0,190302,0,24860,0,3875000,2,3876000,3,
20100416,20100416,145032000,3876000,3861000,3880000,3858000,3870000,494,2,191077,775,24860,0,3875000,2,3876000,2,
20100416,20100416,145127000,3876000,3861000,3880000,3858000,3870000,496,2,191852,775,24860,0,3875000,2,3876000,1,
20100416,20100416,145447000,3876000,3861000,3880000,3858000,3870000,496,0,191852,0,24860,0,3873000,5,3876000,1,
20100416,20100416,145512000,3876000,3861000,3880000,3858000,3870000,498,2,192627,775,24860,0,3876000,1,3877000,27,
20100416,20100416,145527000,3876000,3861000,3880000,3858000,3870000,500,2,193402,775,24860,0,3873000,5,3877000,27,
20100416,20100416,145617000,3876000,3861000,3880000,3858000,3870000,504,4,194953,1551,24860,0,3873000,5,3877000,25,
20100416,20100416,145624000,3876000,3861000,3880000,3858000,3870000,504,0,194953,0,24860,0,3876000,2,3877000,25,
20100416,20100416,145645000,3876000,3861000,3880000,3858000,3870000,508,4,196503,1550,24860,0,3873000,5,3876000,8,
20100416,20100416,145819000,3876000,3861000,3880000,3858000,3870000,508,0,196503,0,24860,0,3874000,3,3876000,8,
20100416,20100416,145835000,3876000,3861000,3880000,3858000,3870000,508,0,196503,0,24860,0,3874000,5,3876000,8,
20100416,20100416,145911000,3876000,3861000,3880000,3858000,3870000,508,0,196503,0,24860,0,3874000,3,3876000,8,
20100416,20100416,145912000,3876000,3861000,3880000,3858000,3870000,508,0,196503,0,24860,0,3874000,3,3875000,3,
20100416,20100416,145934000,3875000,3861000,3880000,3858000,3870000,512,4,198053,1550,24860,0,3874000,3,3875000,1,
20100416,20100416,145938000,3875000,3861000,3880000,3858000,3870000,514,2,198828,775,24860,0,3875000,1,3876000,8,
20100416,20100416,145954000,3876000,3861000,3880000,3858000,3870000,530,0,205030,0,24860,0,3875000,1,3877000,25,
